State,Country,Date,Day_Elapsed,Confirmed,Deaths,Recovered,latitude,longitude,nat_cod,gdp,life_exp,continent
"London, ON",Canada,2020-02-03,11,1,0,0,42.9849,81.2453,CA,46233,82,North America
Finland,Finland,2020-02-03,11,1,0,0,61.92411,25.748151,FI,50152,81,Europe
Tibet,Mainland China,2020-02-03,11,1,0,0,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-02-03,11,1,0,0,28.394857,84.124008,NP,1034,70,Asia
Spain,Spain,2020-02-03,11,1,0,0,40.463667,-3.74922,ES,30371,83,Europe
Sri Lanka,Sri Lanka,2020-02-03,11,1,0,0,7.873054,80.771797,LK,4102,77,Asia
Sweden,Sweden,2020-02-03,11,1,0,0,60.128161,18.643501,SE,54608,82,Europe
"Boston, MA",US,2020-02-03,11,1,0,0,42.361145,-71.057083,US,62795,79,North America
"Los Angeles, CA",US,2020-02-03,11,1,0,0,34.052235,-118.243683,US,62795,79,North America
"Orange, CA",US,2020-02-03,11,1,0,0,33.787914,-117.853104,US,62795,79,North America
"Seattle, WA",US,2020-02-03,11,1,0,0,47.608013,-122.335167,US,62795,79,North America
"Tempe, AZ",US,2020-02-03,11,1,0,0,33.427204,-111.939896,US,62795,79,North America
Hubei,Mainland China,2020-02-04,12,13522,414,397,30.583333,114.266667,CN,9771,76,Asia
Zhejiang,Mainland China,2020-02-04,12,829,0,62,30.29365,120.161419,CN,9771,76,Asia
Guangdong,Mainland China,2020-02-04,12,813,0,30,23.116667,113.25,CN,9771,76,Asia
Henan,Mainland China,2020-02-04,12,675,2,27,34.683611,113.5325,CN,9771,76,Asia
Hunan,Mainland China,2020-02-04,12,593,0,31,28.2,112.966667,CN,9771,76,Asia
Anhui,Mainland China,2020-02-04,12,480,0,20,31.863889,117.280833,CN,9771,76,Asia
Jiangxi,Mainland China,2020-02-04,12,476,0,20,28.655758,115.905049,CN,9771,76,Asia
Chongqing,Mainland China,2020-02-04,12,344,2,9,29.562778,106.552778,CN,9771,76,Asia
Jiangsu,Mainland China,2020-02-04,12,308,0,12,32.061667,118.777778,CN,9771,76,Asia
Sichuan,Mainland China,2020-02-04,12,282,1,14,30.666667,104.066667,CN,9771,76,Asia
Shandong,Mainland China,2020-02-04,12,275,0,11,36.790556,118.063333,CN,9771,76,Asia
Beijing,Mainland China,2020-02-04,12,228,1,23,39.928819,116.388869,CN,9771,76,Asia
Shanghai,Mainland China,2020-02-04,12,219,1,12,31.222222,121.458056,CN,9771,76,Asia
Fujian,Mainland China,2020-02-04,12,194,0,3,24.513333,117.655556,CN,9771,76,Asia
Heilongjiang,Mainland China,2020-02-04,12,155,2,4,45.75,126.65,CN,9771,76,Asia
Shaanxi,Mainland China,2020-02-04,12,142,0,2,34.258479,108.924205,CN,9771,76,Asia
Guangxi,Mainland China,2020-02-04,12,139,0,10,23.0027,109.84,CN,9771,76,Asia
Hebei,Mainland China,2020-02-04,12,126,1,4,38.041389,114.478611,CN,9771,76,Asia
Yunnan,Mainland China,2020-02-04,12,119,0,5,25.038889,102.718333,CN,9771,76,Asia
Liaoning,Mainland China,2020-02-04,12,81,0,2,41.792222,123.432778,CN,9771,76,Asia
Hainan,Mainland China,2020-02-04,12,80,1,5,20.045833,110.341667,CN,9771,76,Asia
Shanxi,Mainland China,2020-02-04,12,74,0,4,37.869444,112.560278,CN,9771,76,Asia
Tianjin,Mainland China,2020-02-04,12,67,0,2,39.142222,117.176667,CN,9771,76,Asia
Guizhou,Mainland China,2020-02-04,12,58,0,2,26.583333,106.716667,CN,9771,76,Asia
Gansu,Mainland China,2020-02-04,12,57,0,4,36.057006,103.839868,CN,9771,76,Asia
Jilin,Mainland China,2020-02-04,12,42,0,1,43.88,125.322778,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-02-04,12,35,0,1,40.652222,109.822222,CN,9771,76,Asia
Ningxia,Mainland China,2020-02-04,12,34,0,1,38.468056,106.273056,CN,9771,76,Asia
Xinjiang,Mainland China,2020-02-04,12,29,0,0,43.807347,87.630506,CN,9771,76,Asia
Thailand,Thailand,2020-02-04,12,25,0,5,15.870032,100.992541,TH,7274,77,Asia
Singapore,Singapore,2020-02-04,12,24,0,0,1.352083,103.819836,SG,64582,83,Asia
Japan,Japan,2020-02-04,12,22,0,1,36.204824,138.252924,JP,39290,84,Asia
Hong Kong,Hong Kong,2020-02-04,12,17,1,0,22.396428,114.109497,HK,48676,85,Asia
South Korea,South Korea,2020-02-04,12,16,0,0,35.907757,127.766922,KR,31363,83,Asia
Qinghai,Mainland China,2020-02-04,12,15,0,0,36.625541,101.75739,CN,9771,76,Asia
Germany,Germany,2020-02-04,12,12,0,0,51.165691,10.451526,DE,47603,81,Europe
Taiwan,Taiwan,2020-02-04,12,11,0,0,23.69781,120.960515,TW,25008,80,Asia
Macau,Macau,2020-02-04,12,10,0,0,22.198745,113.543873,MO,87209,84,Asia
Malaysia,Malaysia,2020-02-04,12,10,0,0,4.210484,101.975766,MY,11373,76,Asia
Vietnam,Vietnam,2020-02-04,12,8,0,1,14.058324,108.277199,VN,2567,75,Asia
France,France,2020-02-04,12,6,0,0,46.227638,2.213749,FR,41464,83,Europe
United Arab Emirates,United Arab Emirates,2020-02-04,12,5,0,0,23.424076,53.847818,AE,43005,78,Asia
New South Wales,Australia,2020-02-04,12,4,0,2,-31.840233,145.612793,AU,57374,82,Oceania
Victoria,Australia,2020-02-04,12,4,0,0,-37.840935,144.946457,AU,57374,82,Oceania
Queensland,Australia,2020-02-04,12,3,0,0,-20.9176,142.7028,AU,57374,82,Oceania
India,India,2020-02-04,12,3,0,0,20.593684,78.96288,IN,2010,69,Asia
South Australia,Australia,2020-02-04,12,2,0,0,-30.000233,136.209152,AU,57374,82,Oceania
"Toronto, ON",Canada,2020-02-04,12,2,0,0,43.6532,79.3832,CA,46233,82,North America
Italy,Italy,2020-02-04,12,2,0,0,41.87194,12.56738,IT,34483,83,Europe
Philippines,Philippines,2020-02-04,12,2,1,0,12.879721,121.774017,PH,3103,71,Asia
Russia,Russia,2020-02-04,12,2,0,0,61.52401,105.318756,RU,11289,72,Europe
UK,UK,2020-02-04,12,2,0,0,55.378051,-3.435973,GB,42944,81,Europe
"Chicago, IL",US,2020-02-04,12,2,0,0,41.8781,87.6298,US,62795,79,North America
"San Benito, CA",US,2020-02-04,12,2,0,0,26.1326,97.6311,US,62795,79,North America
"Santa Clara, CA",US,2020-02-04,12,2,0,0,37.354107,-121.955238,US,62795,79,North America
Belgium,Belgium,2020-02-04,12,1,0,0,50.8505?,4.3488,BG,47519,81,Europe
Cambodia,Cambodia,2020-02-04,12,1,0,0,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-02-04,12,1,0,0,56.130366,-106.346771,CA,46233,82,North America
"London, ON",Canada,2020-02-04,12,1,0,0,42.9849,81.2453,CA,46233,82,North America
Finland,Finland,2020-02-04,12,1,0,0,61.92411,25.748151,FI,50152,81,Europe
Tibet,Mainland China,2020-02-04,12,1,0,0,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-02-04,12,1,0,0,28.394857,84.124008,NP,1034,70,Asia
Spain,Spain,2020-02-04,12,1,0,0,40.463667,-3.74922,ES,30371,83,Europe
Sri Lanka,Sri Lanka,2020-02-04,12,1,0,0,7.873054,80.771797,LK,4102,77,Asia
Sweden,Sweden,2020-02-04,12,1,0,0,60.128161,18.643501,SE,54608,82,Europe
"Boston, MA",US,2020-02-04,12,1,0,0,42.361145,-71.057083,US,62795,79,North America
"Los Angeles, CA",US,2020-02-04,12,1,0,0,34.052235,-118.243683,US,62795,79,North America
"Orange, CA",US,2020-02-04,12,1,0,0,33.787914,-117.853104,US,62795,79,North America
"Seattle, WA",US,2020-02-04,12,1,0,0,47.608013,-122.335167,US,62795,79,North America
"Tempe, AZ",US,2020-02-04,12,1,0,0,33.427204,-111.939896,US,62795,79,North America
